magX,magY,magZ
-27.33,126.773,-20.936
-27.152,124.103,-21.794
-28.75,123.568,-21.623
-27.507,122.678,-21.108
-28.75,121.076,-20.936
-28.04,120.363,-22.309
-31.589,117.515,-22.652
-29.637,117.337,-21.451
-31.767,115.2,-22.481
-32.299,112.885,-22.309
-32.299,113.597,-22.996
-32.476,111.995,-23.167
-33.364,110.749,-22.309
-34.606,111.283,-23.511
-34.961,110.927,-24.883
-34.783,110.393,-23.339
-34.606,111.995,-24.883
-34.961,111.995,-23.854
-36.026,109.858,-24.54
-36.203,109.68,-23.339
-37.268,108.612,-27.114
-37.091,107.722,-26.943
-37.091,107.01,-27.286
-38.688,107.544,-26.771
-39.398,107.9,-24.712
-39.398,107.188,-26.428
-41.527,106.832,-27.114
-40.995,106.653,-27.972
-40.817,106.832,-27.801
-44.189,105.229,-30.032
-44.012,105.763,-29.86
-43.657,106.832,-30.547
-44.544,105.229,-30.032
-46.141,105.763,-29.517
-46.496,105.051,-30.203
-47.384,105.229,-31.405
-48.271,105.051,-31.233
-47.384,104.161,-32.434
-48.271,104.695,-32.263
-48.981,104.695,-30.547
-47.561,105.763,-32.263
-48.981,105.763,-31.919
-49.158,104.517,-33.807
-50.223,105.229,-33.464
-48.981,105.407,-33.636
-49.868,104.873,-33.464
-51.288,104.873,-33.807
-53.595,103.627,-35.008
-52.708,105.941,-35.18
-52.885,105.051,-36.038
-55.37,107.544,-35.695
-56.434,105.051,-36.381
-55.725,106.119,-39.127
-57.854,106.832,-37.068
-58.919,107.188,-38.097
-59.096,107.722,-38.612
-59.096,108.078,-38.269
-59.096,109.146,-39.985
-59.274,108.612,-40.157
-61.226,110.927,-41.015
-62.291,111.283,-40.672
-62.291,111.283,-40.328
-62.468,113.954,-41.53
-63.533,113.597,-42.559
-64.42,114.844,-43.074
-64.42,114.488,-42.731
-66.018,115.378,-42.559
-64.953,115.734,-44.619
-65.663,116.802,-44.619
-65.308,117.515,-44.962
-66.55,118.761,-44.447
-66.373,118.583,-44.619
-67.26,120.898,-46.163
-67.26,120.898,-44.104
-66.55,119.473,-46.506
-68.502,121.788,-46.678
-66.728,122.5,-45.305
-68.502,122.856,-46.335
-68.68,124.459,-46.163
-68.325,127.308,-47.193
-67.97,126.239,-46.849
-69.035,125.883,-46.163
-68.857,128.554,-47.364
-69.567,129.266,-47.021
-69.035,129.444,-46.506
-69.035,128.02,-47.879
-67.97,132.293,-47.879
-68.857,132.115,-47.021
-68.147,132.827,-46.678
-67.437,136.032,-46.678
-66.728,136.032,-45.991
-67.26,136.922,-45.477
-67.082,138.525,-46.678
-67.437,138.881,-46.335
-65.84,138.347,-46.163
-65.663,138.525,-47.021
-66.018,140.305,-46.678
-64.953,139.949,-47.021
-65.84,141.552,-45.82
-64.243,142.442,-44.275
-64.775,143.332,-44.79
-64.775,142.62,-44.79
-64.42,144.044,-44.79
-63.178,144.579,-45.305
-63.711,144.401,-42.731
-63.533,144.579,-44.275
-63.533,144.935,-44.962
-62.468,147.071,-45.305
-60.339,144.935,-44.619
-60.339,146.003,-44.275
-62.291,146.893,-42.731
-60.871,147.962,-43.761
-60.694,148.14,-43.932
-59.984,147.784,-41.873
-59.274,147.784,-44.275
-60.871,149.386,-44.104
-58.919,149.564,-43.589
-58.032,149.386,-42.388
-58.209,148.852,-42.559
-58.209,150.989,-40.843
-57.854,150.632,-40.5
-56.257,150.454,-40.672
-55.725,150.632,-39.813
-55.37,151.345,-41.53
-54.482,151.167,-40.328
-52.353,153.659,-38.612
-53.063,152.947,-39.642
-52.353,152.591,-38.955
-52.708,154.015,-38.269
-50.401,153.125,-37.754
-51.998,152.947,-38.269
-50.223,154.372,-38.269
-49.336,153.837,-38.097
-49.691,154.193,-36.381
-49.513,153.659,-36.896
-49.868,154.015,-36.896
-48.094,152.947,-36.21
-48.094,154.015,-35.523
-46.319,154.015,-35.523
-47.561,153.837,-34.665
-45.254,152.947,-36.553
-46.319,154.372,-36.553
