magX,magY,magZ
-71.342,123.925,-33.636
-69.39,125.527,-34.15
-69.212,124.637,-33.979
-69.39,125.171,-33.464
-67.26,124.815,-34.494
-67.615,125.527,-32.777
-66.195,126.595,-32.777
-67.615,126.951,-32.777
-63.711,126.951,-30.718
-62.291,126.595,-32.091
-61.226,126.951,-33.121
-60.871,128.732,-30.032
-60.161,127.664,-31.748
-60.161,128.732,-30.718
-59.274,127.486,-30.89
-59.096,128.732,-31.405
-57.144,128.554,-31.919
-58.564,127.842,-30.547
-56.967,127.308,-29.688
-54.305,128.554,-28.144
-55.725,127.129,-29.174
-53.418,127.308,-27.972
-52.885,126.773,-28.144
-52.175,127.129,-29.517
-50.578,126.595,-28.316
-50.046,127.842,-27.458
-50.046,127.486,-26.085
-50.756,126.773,-26.428
-48.981,125.349,-26.771
-48.271,124.993,-27.458
-47.916,125.705,-26.771
-48.803,126.595,-27.286
-47.739,124.103,-25.57
-45.609,124.815,-26.256
-44.722,125.705,-26.085
-44.012,122.5,-23.682
-43.302,122.5,-24.369
-41.882,120.007,-24.369
-40.107,120.007,-22.996
-42.06,120.542,-23.511
-40.817,118.583,-23.682
-39.575,118.405,-22.481
-38.865,116.98,-20.765
-39.753,116.09,-20.936
-37.623,116.446,-20.936
-37.445,113.419,-20.078
-39.043,114.666,-20.936
-37.623,112.885,-19.907
-37.268,112.885,-19.22
-36.558,108.968,-18.877
-36.026,109.146,-19.735
-36.203,107.9,-20.936
-35.493,106.475,-18.534
-36.203,105.763,-19.564
-35.848,103.983,-18.877
-35.671,103.805,-17.676
-36.026,102.024,-19.049
-36.913,102.202,-17.847
-34.961,101.668,-17.676
-36.381,100.244,-18.019
-36.381,98.463,-19.392
-35.848,98.997,-18.191
-36.203,97.573,-18.191
-36.203,98.641,-18.191
-36.558,96.861,-17.161
-35.671,94.19,-18.019
-38.333,95.08,-17.504
-38.51,93.121,-17.333
-37.978,94.012,-18.191
-38.865,94.19,-18.705
-39.398,92.587,-17.161
-39.753,91.519,-16.818
-40.285,92.409,-17.676
-39.93,90.273,-18.362
-40.462,88.314,-20.25
-41.172,90.451,-17.847
-41.527,88.314,-17.847
-42.592,88.314,-18.534
-43.657,87.246,-17.504
-45.254,85.643,-18.705
-45.077,85.465,-18.191
-45.254,84.931,-17.676
-46.674,83.863,-19.392
-47.561,82.26,-19.22
-49.336,81.904,-19.564
-50.756,81.904,-20.593
-51.11,81.192,-19.907
-51.643,79.589,-20.422
-51.82,80.48,-20.593
-53.595,79.768,-19.564
-54.66,80.124,-20.25
-55.192,80.302,-20.422
-56.612,79.233,-22.138
-57.677,78.877,-20.765
-58.387,79.589,-21.451
-59.629,80.48,-22.652
-60.339,79.411,-21.623
-62.823,79.055,-21.623
-61.936,80.302,-22.481
-64.066,79.233,-24.883
-63.888,81.904,-22.996
-65.84,79.946,-24.54
-64.953,81.548,-25.398
-65.84,80.658,-24.54
-66.195,81.014,-23.854
-66.195,81.014,-24.883
-68.325,82.082,-25.227
-70.099,82.082,-25.227
-69.212,83.329,-26.771
-71.519,82.438,-26.943
-70.809,82.794,-26.943
-73.116,84.397,-27.114
-75.068,84.575,-27.629
-73.826,84.397,-28.144
-75.423,86.712,-27.629
-76.311,88.314,-27.801
-77.73,88.67,-29.174
-77.553,88.848,-29.688
-77.376,90.807,-31.233
-77.73,88.314,-30.203
-78.085,90.451,-29.86
-78.44,90.095,-30.547
-78.44,90.451,-30.89
-79.86,92.943,-29.517
-81.102,94.902,-31.405
-79.15,95.08,-30.547
-80.925,96.148,-31.919
-80.925,98.641,-31.919
-82.522,98.463,-31.748
-82.345,98.641,-33.292
-80.747,100.6,-33.464
-80.925,101.846,-34.322
-83.232,103.449,-33.121
-83.409,103.627,-32.949
-80.925,105.407,-34.665
-80.747,108.078,-33.807
-81.99,109.324,-34.665
-82.522,108.434,-33.807
-81.102,110.571,-34.494
-80.038,110.927,-35.18
-80.038,112.707,-34.837
-79.328,114.488,-35.18
-77.198,114.844,-35.523
-77.73,117.159,-34.665
-77.198,117.693,-34.837
-75.068,118.761,-32.777
-74.891,119.651,-34.665
-75.068,120.542,-33.807
-74.004,120.898,-32.777
-73.471,123.212,-34.322
-71.342,123.568,-34.322
-71.519,124.103,-33.807
-70.809,124.103,-34.15
-70.099,124.815,-33.121
-68.857,125.705,-33.636
-68.502,125.349,-33.292
-69.035,126.239,-33.121
-68.325,127.308,-33.464
-66.373,126.773,-33.292
-64.953,127.842,-32.606
-64.066,128.732,-32.434
-63.356,128.732,-31.061
-61.758,126.417,-31.233
-60.339,128.554,-30.89
-58.387,127.664,-30.375
-56.434,127.842,-28.144
-56.257,128.376,-28.659
-54.305,128.554,-29.86
-55.725,128.91,-26.771
-53.063,128.732,-29.002
-51.82,127.842,-28.487
-53.595,127.129,-26.771
-50.578,125.883,-27.286
-49.868,126.951,-27.286
-47.916,125.705,-26.085
-48.094,125.883,-25.913
-47.916,125.349,-24.025
-46.674,124.103,-24.883
-45.077,124.281,-26.771
-44.899,123.39,-24.54
-41.705,122.678,-24.197
-42.947,121.788,-24.025
-43.479,122.322,-23.511
-41.172,120.363,-21.966
-40.995,119.473,-23.511
-39.93,118.761,-22.824
-39.753,118.227,-21.28
-39.22,117.693,-22.481
-38.688,116.446,-22.309
-37.268,116.446,-20.25
-38.51,114.488,-22.138
-37.8,114.844,-20.422
-38.333,113.241,-20.936
-37.445,112.707,-20.765
-36.913,111.105,-20.25
-37.268,111.817,-19.907
-37.8,110.214,-19.392
-35.493,109.324,-18.877
-36.381,109.146,-18.362
-37.268,109.68,-19.564
-36.381,108.434,-19.392
-35.138,108.612,-19.907
-36.203,106.475,-17.847
-35.671,104.873,-19.049
-37.623,106.475,-18.877
-35.316,103.805,-18.362
-36.203,103.27,-17.847
-37.445,103.449,-17.676
-36.913,102.202,-18.534
-36.381,100.956,-17.676
-37.268,99.353,-17.504
-36.736,99.887,-16.989
-36.381,97.395,-18.705
-36.736,98.107,-18.019
-38.155,97.039,-18.362
-38.333,95.08,-17.161
-38.333,94.368,-18.534
-38.51,94.19,-17.676
-38.865,94.19,-17.676
-40.107,94.012,-18.877
-40.285,92.053,-17.333
-38.688,90.095,-16.818
-39.753,90.095,-17.847
-42.415,88.848,-18.705
-42.415,88.492,-18.705
-44.189,88.492,-18.705
-42.415,87.424,-17.676
-44.722,86.89,-18.877
-44.012,85.109,-18.534
-46.319,83.863,-19.049
-45.964,84.931,-19.735
-46.496,83.329,-18.534
-47.916,84.753,-19.564
-47.206,82.616,-20.593
-49.513,83.507,-19.392
-49.158,82.438,-19.392
-51.11,81.904,-20.25
-50.756,82.26,-18.877
-52.353,79.589,-20.422
-52.53,80.48,-20.593
-53.418,81.37,-21.451
-53.063,82.082,-21.451
-53.418,80.302,-21.108
-55.015,80.48,-20.936
-54.66,80.48,-21.28
-55.902,80.302,-21.108
-56.967,78.877,-21.451
-56.967,79.233,-21.108
-58.209,81.192,-20.25
-58.919,80.124,-22.652
-59.629,80.124,-23.339
-60.161,79.233,-21.451
-62.646,78.165,-23.511
-61.226,80.302,-23.854
-63.178,80.48,-22.996
-64.775,79.589,-23.511
-64.598,80.48,-23.682
-66.195,81.726,-24.197
-66.195,81.726,-24.54
-66.728,81.904,-24.712
-68.68,80.302,-24.54
-66.905,80.302,-26.256
-69.39,83.151,-26.6
-69.744,82.438,-26.256
-70.809,82.438,-24.54
-72.229,83.151,-26.256
-71.874,83.151,-25.913
-73.471,85.821,-28.144
-74.891,84.397,-28.487
-74.004,84.575,-28.659
-74.714,87.424,-27.629
-76.843,88.492,-28.316
-75.956,86.89,-29.517
-78.795,89.026,-28.144
-78.085,90.451,-30.89
-78.795,91.163,-29.517
-78.618,91.697,-30.718
-80.747,91.341,-30.375
-80.038,92.765,-32.091
-81.102,94.902,-31.405
-80.038,94.902,-32.091
-81.457,93.834,-31.061
-81.457,94.902,-32.434
-81.457,97.751,-31.748
-79.86,96.504,-32.949
-82.345,100.422,-32.606
-81.812,99.175,-31.405
-82.522,99.887,-32.777
-81.28,100.778,-32.949
-81.635,102.558,-32.606
-81.635,102.202,-31.919
-82.877,103.805,-33.121
-81.28,105.051,-33.979
-82.7,107.9,-33.636
-81.635,106.475,-34.665
-81.457,109.502,-34.15
-81.812,109.146,-34.15
-81.635,108.612,-35.352
-80.747,110.927,-36.896
-80.57,111.461,-33.979
-80.392,111.639,-35.523
-80.747,111.639,-34.494
-81.102,113.063,-34.837
-79.505,116.446,-34.322
-77.73,115.022,-33.979
-79.86,116.09,-34.322
-77.553,116.98,-35.18
-78.618,119.829,-35.866
-76.843,118.761,-34.494
-77.553,117.693,-34.837
-77.376,118.583,-33.979
-77.021,119.651,-34.665
-76.311,119.651,-35.352
-74.891,118.583,-34.665
-75.068,120.542,-34.837
-74.714,121.61,-34.837
-73.116,121.788,-33.636
-73.826,123.212,-34.322
-72.939,123.39,-35.18
-71.164,124.459,-34.494
-69.744,123.746,-34.15
-68.857,126.061,-32.606
-69.922,124.281,-33.292
-67.26,125.527,-33.121
-68.857,126.061,-32.263
-67.437,125.705,-32.263
-68.68,127.664,-31.405
-66.018,126.417,-32.263
-66.018,126.417,-31.919
