magX,magY,magZ
60.339,-124.993,-24.712
62.113,-124.637,-24.369
64.775,-123.746,-23.511
65.485,-121.61,-22.481
67.26,-122.678,-23.167
68.325,-123.034,-21.108
70.099,-120.542,-22.138
72.406,-119.651,-20.593
72.406,-119.651,-20.25
75.068,-118.049,-19.392
73.649,-117.337,-19.735
76.311,-114.31,-19.907
75.778,-114.132,-19.392
77.73,-113.241,-19.22
77.553,-110.927,-19.049
77.376,-111.105,-19.22
79.505,-107.544,-18.877
79.15,-106.119,-17.504
80.392,-106.297,-19.049
80.038,-103.449,-18.705
80.747,-102.024,-18.362
81.28,-101.49,-17.847
81.28,-98.285,-18.191
81.457,-97.751,-18.705
82.877,-96.326,-18.362
81.28,-97.573,-18.534
81.99,-94.012,-18.877
81.28,-93.3,-19.564
81.457,-92.765,-19.392
80.215,-91.163,-19.907
79.328,-88.848,-20.765
77.908,-88.136,-21.794
79.86,-86.177,-19.907
77.73,-85.109,-19.907
76.843,-83.507,-21.108
75.246,-79.768,-22.309
75.068,-81.014,-22.824
72.229,-78.165,-23.511
71.697,-75.85,-23.682
72.406,-77.631,-22.996
69.39,-75.672,-25.227
67.082,-74.07,-24.369
69.035,-74.96,-25.227
66.55,-72.823,-26.256
66.018,-73.358,-26.771
64.775,-74.248,-27.286
62.646,-72.111,-28.316
60.516,-73.536,-28.316
60.161,-71.755,-30.375
57.499,-72.289,-28.83
57.499,-71.221,-30.203
56.08,-72.645,-31.233
54.305,-71.577,-32.949
51.643,-73.18,-32.777
50.046,-71.933,-34.322
48.271,-74.07,-35.008
47.029,-73.536,-34.15
46.674,-76.385,-34.837
44.189,-75.316,-35.18
43.657,-76.563,-37.411
43.834,-77.453,-36.21
41.705,-77.097,-36.553
41.882,-79.055,-36.381
42.06,-78.521,-36.896
39.93,-78.521,-36.21
38.155,-81.014,-37.583
37.8,-81.37,-37.583
37.268,-82.26,-37.754
36.558,-85.109,-38.441
34.429,-86.534,-37.411
34.961,-88.492,-37.926
33.719,-90.095,-38.784
34.429,-90.807,-40.157
33.541,-92.765,-37.239
32.654,-92.587,-39.813
32.654,-95.08,-38.097
32.831,-98.107,-38.955
31.944,-98.997,-38.784
32.121,-100.6,-37.926
33.541,-98.819,-38.612
33.186,-101.668,-38.269
34.429,-101.846,-38.097
33.719,-104.695,-38.097
33.364,-106.832,-36.725
32.299,-107.544,-37.411
33.009,-108.968,-36.725
33.009,-110.393,-35.695
35.316,-112.707,-36.553
36.913,-114.666,-35.352
36.381,-117.693,-34.837
38.51,-117.337,-33.807
39.753,-118.583,-35.008
40.285,-120.185,-33.464
41.705,-119.829,-32.434
43.302,-120.72,-31.576
44.544,-123.034,-30.375
45.254,-124.815,-30.375
47.739,-124.103,-29.345
49.513,-125.171,-29.345
49.513,-124.459,-30.032
51.82,-124.281,-26.771
53.595,-124.993,-27.458
52.53,-125.349,-27.114
56.08,-126.061,-27.458
56.789,-124.637,-26.771
59.451,-126.595,-25.227
61.758,-124.993,-23.682
63.888,-124.993,-24.369
64.775,-123.39,-23.167
65.663,-124.281,-21.966
68.147,-122.144,-21.28
71.164,-123.034,-21.451
71.342,-121.432,-20.593
72.406,-119.295,-20.593
72.939,-119.829,-20.078
74.181,-117.159,-19.564
73.471,-118.227,-21.966
75.778,-115.556,-20.078
75.246,-114.666,-18.534
77.553,-114.844,-19.735
77.021,-111.461,-19.22
76.666,-110.749,-18.877
77.021,-110.749,-19.907
80.925,-109.68,-18.534
78.795,-110.036,-18.534
77.73,-109.68,-18.877
79.328,-109.502,-19.392
79.505,-106.832,-19.564
80.925,-106.832,-17.847
80.392,-105.229,-19.735
79.86,-103.627,-17.847
80.925,-102.558,-17.161
82.167,-100.956,-19.049
80.925,-97.573,-18.191
80.038,-96.683,-20.078
81.635,-94.368,-19.22
81.635,-92.587,-19.22
80.392,-91.341,-20.078
79.328,-87.78,-19.049
78.085,-86.89,-20.593
77.376,-86.89,-20.593
77.553,-85.999,-20.765
77.73,-85.465,-21.28
78.973,-85.999,-21.108
78.085,-84.753,-20.936
76.311,-83.685,-20.593
74.359,-82.082,-21.451
74.891,-80.836,-21.966
74.714,-79.233,-23.167
73.294,-78.521,-23.167
72.939,-77.097,-23.167
69.567,-75.494,-25.055
69.922,-75.138,-24.712
67.792,-72.645,-24.712
66.195,-73.536,-26.256
65.84,-72.111,-26.6
64.42,-73.18,-26.256
62.113,-71.933,-27.458
60.871,-72.111,-28.659
58.209,-72.289,-29.86
57.499,-71.933,-29.517
57.499,-71.221,-29.174
56.257,-71.755,-30.718
55.192,-72.111,-31.405
52.708,-71.043,-32.777
