magX,magY,magZ
-27.507,133.717,-58.519
-28.04,132.471,-58.347
-30.879,131.403,-58.347
-32.476,129.8,-60.235
-32.299,129.978,-60.407
-31.944,129.266,-62.123
-34.783,129.978,-60.063
-33.719,129.622,-60.407
-35.138,128.91,-61.093
-34.429,127.129,-60.407
-36.203,125.705,-61.436
-37.268,122.856,-60.063
-37.268,123.212,-61.78
-38.333,123.212,-61.78
-40.817,120.72,-61.093
-39.753,122.144,-61.093
-40.107,118.583,-60.407
-40.817,117.515,-60.407
-40.462,113.954,-61.436
-40.285,115.556,-61.265
-40.995,111.639,-61.265
-40.64,111.639,-61.265
-42.06,109.146,-61.265
-39.93,108.434,-60.921
-41.35,107.01,-60.921
-40.995,105.229,-60.578
-41.35,103.805,-60.578
-42.06,102.38,-59.205
-39.753,101.134,-60.407
-37.623,99.709,-58.347
-38.333,100.778,-60.063
-37.8,98.819,-59.549
-36.026,96.683,-58.176
-37.268,96.148,-59.377
-36.913,96.148,-56.631
-36.026,93.834,-57.146
-34.783,92.587,-57.318
-33.186,92.409,-55.087
-32.654,92.231,-54.572
-31.057,91.697,-55.087
-29.637,89.917,-55.087
-28.217,89.204,-53.371
-29.105,90.451,-53.885
-26.443,90.273,-52.684
-26.265,90.451,-51.826
-23.781,89.382,-52.513
-22.361,88.67,-51.826
-21.828,89.917,-51.311
-21.119,90.629,-50.968
-19.699,90.273,-50.282
-20.054,91.697,-49.595
-16.859,89.917,-50.625
-15.972,90.095,-49.424
-11.18,90.273,-48.566
-13.842,92.943,-48.051
-11.535,91.697,-47.193
-9.761,92.765,-47.536
-9.583,92.943,-48.051
-10.116,94.546,-47.193
-8.341,95.97,-47.193
-6.921,96.326,-46.849
-4.437,100.6,-47.193
-5.324,100.066,-47.021
-4.792,99.887,-46.163
-3.727,100.956,-46.163
-2.662,102.38,-46.849
-2.485,102.914,-46.335
-1.065,106.475,-46.335
-3.017,108.434,-45.477
0.177,107.722,-45.477
-0.532,108.078,-45.82
-0.532,110.571,-46.506
-1.775,112.173,-47.021
-1.065,113.241,-47.021
-1.775,113.954,-45.305
-2.13,116.09,-48.051
-0.177,117.693,-46.163
-1.952,117.693,-46.849
-1.775,118.939,-48.394
-1.775,120.363,-46.678
-1.952,119.829,-47.879
-1.42,121.432,-49.08
-2.839,121.788,-48.394
-3.904,125.349,-49.08
-4.437,126.595,-49.595
-5.501,125.527,-48.222
-5.501,127.308,-48.566
-7.631,127.308,-50.282
-6.566,129.088,-49.938
-8.696,130.512,-51.998
-7.809,131.759,-52.169
-11.89,132.649,-52.341
-11.003,130.334,-52.856
-13.842,132.471,-54.229
-13.842,133.539,-54.229
-14.197,133.895,-53.542
-16.149,133.361,-54.057
-16.682,133.539,-54.572
-18.634,134.074,-55.43
-20.941,134.964,-54.229
-21.296,133.183,-56.631
-20.941,134.608,-54.915
-23.958,134.074,-56.116
-25.555,133.895,-56.631
-25.91,132.827,-56.288
-25.733,132.649,-59.205
-28.395,131.403,-58.347
-28.395,131.759,-59.72
-31.412,131.937,-58.176
-33.186,130.512,-59.205
-32.299,131.047,-59.72
-35.316,130.156,-59.549
-33.541,129.088,-60.921
-35.493,127.486,-60.75
-37.623,126.773,-60.407
-36.381,125.883,-58.862
-37.268,124.637,-61.436
-37.445,121.254,-61.265
-40.285,121.254,-62.294
-39.753,119.651,-62.123
-40.107,118.583,-61.093
-40.285,115.556,-62.294
-39.753,116.446,-61.78
-41.35,115.556,-62.294
-40.64,114.132,-61.265
-41.705,112.707,-60.578
-41.705,110.214,-61.265
-43.124,109.146,-61.608
-42.06,107.366,-61.265
-40.817,106.119,-60.407
-39.753,104.339,-61.436
-39.753,102.914,-59.377
-39.043,99.353,-60.063
-37.623,100.422,-57.661
