magX,magY,magZ
-179.0,758.0,-99.0
-177.0,761.0,-98.0
-174.0,760.0,-101.0
-171.0,765.0,-103.0
-165.0,767.0,-105.0
-160.0,768.0,-106.0
-158.0,769.0,-107.0
-158.0,769.0,-107.0
-150.0,770.0,-110.0
-147.0,769.0,-112.0
-140.0,772.0,-112.0
-136.0,770.0,-115.0
-135.0,768.0,-114.0
-131.0,768.0,-116.0
-125.0,766.0,-120.0
-124.0,763.0,-119.0
-120.0,765.0,-124.0
-118.0,762.0,-124.0
-117.0,764.0,-123.0
-115.0,763.0,-123.0
-111.0,758.0,-125.0
-110.0,755.0,-126.0
-108.0,754.0,-126.0
-106.0,754.0,-130.0
-104.0,749.0,-127.0
-96.0,746.0,-131.0
-99.0,741.0,-132.0
-96.0,740.0,-132.0
-92.0,738.0,-134.0
-90.0,735.0,-133.0
-88.0,727.0,-134.0
-83.0,720.0,-133.0
-86.0,714.0,-134.0
-84.0,708.0,-136.0
-85.0,707.0,-138.0
-81.0,697.0,-137.0
-81.0,693.0,-135.0
-83.0,695.0,-134.0
-82.0,692.0,-133.0
-86.0,686.0,-134.0
-84.0,684.0,-135.0
-88.0,681.0,-134.0
-86.0,683.0,-135.0
-85.0,676.0,-135.0
-86.0,674.0,-134.0
-91.0,668.0,-133.0
-93.0,664.0,-130.0
-96.0,660.0,-129.0
-95.0,660.0,-130.0
-97.0,656.0,-128.0
-102.0,653.0,-129.0
-104.0,651.0,-126.0
-106.0,646.0,-127.0
-109.0,645.0,-123.0
-114.0,643.0,-122.0
-118.0,637.0,-120.0
-119.0,637.0,-120.0
-123.0,635.0,-121.0
-125.0,636.0,-118.0
-128.0,636.0,-115.0
-132.0,633.0,-117.0
-136.0,638.0,-114.0
-135.0,632.0,-113.0
-140.0,633.0,-115.0
-142.0,632.0,-112.0
-143.0,636.0,-111.0
-145.0,634.0,-110.0
-150.0,635.0,-109.0
-152.0,634.0,-104.0
-153.0,635.0,-109.0
-160.0,638.0,-106.0
-163.0,637.0,-104.0
-166.0,638.0,-104.0
-168.0,641.0,-102.0
-173.0,644.0,-99.0
-174.0,645.0,-98.0
-175.0,649.0,-100.0
-180.0,649.0,-97.0
-182.0,652.0,-96.0
-183.0,654.0,-95.0
-188.0,659.0,-92.0
-192.0,661.0,-94.0
-195.0,664.0,-93.0
-196.0,667.0,-92.0
-198.0,669.0,-91.0
-199.0,675.0,-93.0
-199.0,677.0,-92.0
-203.0,683.0,-90.0
-204.0,684.0,-88.0
-204.0,693.0,-88.0
-204.0,694.0,-88.0
-200.0,700.0,-88.0
-206.0,705.0,-88.0
-206.0,705.0,-88.0
-204.0,710.0,-89.0
-204.0,712.0,-89.0
-203.0,717.0,-90.0
-203.0,719.0,-91.0
-203.0,722.0,-88.0
-204.0,725.0,-89.0
-201.0,729.0,-92.0
-201.0,731.0,-91.0
-198.0,735.0,-92.0
-198.0,736.0,-93.0
-197.0,738.0,-94.0
-193.0,743.0,-94.0
-191.0,745.0,-95.0
-190.0,747.0,-94.0
