theta,gps_latitude,gps_longitude,x_now,y_now,distance,stack
-6.354237357987941,36.111601666666665,140.09834666666666,-8.70265601987786,-2.773745046928525,9.13399602505261,False
-5.659566607466559,36.111655,140.09843,-1.2003655352939702,3.143582720309496,3.3649650425747413,False
-2.1835752042698857,36.111668333333334,140.098495,4.6514156662104655,4.622916886117309,6.55797440036302,False
3.8342965667927587,36.111673333333336,140.09847166666665,2.550776168817821,5.177665900904685,5.771887320868283,False
