theta,prop
54.34134731224084,0
54.34134731224084,0
54.34134731224084,0
54.34134731224084,0
54.34134731224084,0
54.34134731224084,0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.013611111111114,0.030092592592592594
31.013611111111114,0.030092592592592594
31.013611111111114,0.030092592592592594
31.013611111111114,0.030092592592592594
31.013611111111114,0.030092592592592594
28.16277777777778,0.021701388888888888
28.16277777777778,0.021701388888888888
28.16277777777778,0.021701388888888888
28.16277777777778,0.021701388888888888
28.16277777777778,0.021701388888888888
28.421944444444446,2.5578703703703702
28.421944444444446,2.5578703703703702
28.421944444444446,2.5578703703703702
28.421944444444446,2.5578703703703702
28.421944444444446,2.5578703703703702
30.840833333333336,0.013310185185185185
30.840833333333336,0.013310185185185185
30.840833333333336,0.013310185185185185
30.840833333333336,0.013310185185185185
30.840833333333336,0.013310185185185185
-0.6047222222222217,0.32552083333333337
-0.6047222222222217,0.32552083333333337
-0.6047222222222217,0.32552083333333337
-0.6047222222222217,0.32552083333333337
-0.6047222222222217,0.32552083333333337
-31.01361111111111,0.02922453703703704
-31.01361111111111,0.02922453703703704
-31.01361111111111,0.02922453703703704
-31.01361111111111,0.02922453703703704
-31.01361111111111,0.02922453703703704
-31.01361111111111,0.02922453703703704
-31.01361111111111,0.0865162037037037
-31.01361111111111,0.0865162037037037
-31.01361111111111,0.0865162037037037
-31.01361111111111,0.0865162037037037
1.6413888888888906,0.002604166666666667
1.6413888888888906,0.002604166666666667
1.6413888888888906,0.002604166666666667
1.6413888888888906,0.002604166666666667
1.6413888888888906,0.002604166666666667
12.61277777777778,0.022280092592592594
12.61277777777778,0.022280092592592594
12.61277777777778,0.022280092592592594
12.61277777777778,0.022280092592592594
12.61277777777778,0.022280092592592594
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
29.026666666666667,0.008101851851851851
29.026666666666667,0.008101851851851851
29.026666666666667,0.008101851851851851
29.026666666666667,0.008101851851851851
29.026666666666667,0.008101851851851851
29.63138888888889,0.0005787037037037037
29.63138888888889,0.0005787037037037037
29.63138888888889,0.0005787037037037037
29.63138888888889,0.0005787037037037037
29.63138888888889,0.0005787037037037037
19.783055555555556,1.1423611111111112
19.783055555555556,1.1423611111111112
19.783055555555556,1.1423611111111112
19.783055555555556,1.1423611111111112
19.783055555555556,1.1423611111111112
5.52888888888889,2.0049189814814814
5.52888888888889,2.0049189814814814
5.52888888888889,2.0049189814814814
5.52888888888889,2.0049189814814814
5.52888888888889,2.0049189814814814
5.52888888888889,2.0049189814814814
-17.96888888888889,1.546875
-17.96888888888889,1.546875
-17.96888888888889,1.546875
-17.96888888888889,1.546875
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
30.236111111111114,0.002025462962962963
30.236111111111114,0.002025462962962963
30.236111111111114,0.002025462962962963
30.236111111111114,0.002025462962962963
30.236111111111114,0.002025462962962963
12.699166666666667,0.00028935185185185184
12.699166666666667,0.00028935185185185184
12.699166666666667,0.00028935185185185184
12.699166666666667,0.00028935185185185184
12.699166666666667,0.00028935185185185184
12.699166666666667,0.00028935185185185184
20.30138888888889,0.5300925925925926
20.30138888888889,0.5300925925925926
20.30138888888889,0.5300925925925926
20.30138888888889,0.5300925925925926
20.30138888888889,0.5300925925925926
-31.01361111111111,0.09722222222222222
-31.01361111111111,0.09722222222222222
-31.01361111111111,0.09722222222222222
-31.01361111111111,0.09722222222222222
-31.01361111111111,0.09722222222222222
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
31.1,0.0
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
30.49527777777778,0.2907986111111111
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
20.646944444444443,10.791087962962962
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-13.563055555555557,2.2560763888888893
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-15.463611111111113,3.695601851851852
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
-28.162777777777777,4.271122685185185
