theta[°],gps_latitude[°],gps_longitude[°],x_now[m],y_now[m],distance[m],stack,motor
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
109.84162472425956,36.112298333333335,140.09861666666666,2.7578172908011678,1.0836119884625077,2.9630678613527506,<function stack at 0xb3294b20>,stop
