theta,gps_latitude,gps_longitude,x_now,y_now,distance,stack
-94.99409821941362,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-94.99409821941362,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-94.99409821941362,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-94.99409821941362,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-94.99409821941362,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-94.99409821941362,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-94.99409821941362,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-94.99409821941362,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-60.31512468927528,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-60.31512468927528,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-60.31512468927528,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-60.31512468927528,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-60.31512468927528,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-60.31512468927528,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-60.31512468927528,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-60.31512468927528,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-33.83311612736048,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-33.83311612736048,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-33.83311612736048,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-33.83311612736048,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-33.83311612736048,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-33.83311612736048,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-33.83311612736048,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-29.89676750053185,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-29.89676750053185,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-29.89676750053185,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-29.89676750053185,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-29.89676750053185,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-29.89676750053185,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-29.89676750053185,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-22.007730287204566,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-22.007730287204566,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-22.007730287204566,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-22.007730287204566,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-22.007730287204566,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-22.007730287204566,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-22.007730287204566,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-21.138052100824765,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-21.138052100824765,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-21.138052100824765,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-21.138052100824765,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-21.138052100824765,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-21.138052100824765,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-21.138052100824765,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-15.82876681228555,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-15.82876681228555,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-15.82876681228555,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-15.82876681228555,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-15.82876681228555,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-15.82876681228555,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-15.82876681228555,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-13.953552521541923,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-13.953552521541923,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-13.953552521541923,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-13.953552521541923,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-13.953552521541923,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-13.953552521541923,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-13.953552521541923,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-11.733991048917801,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-11.733991048917801,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-11.733991048917801,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
-11.733991048917801,36.111738333333335,140.09854,-7.0071264117167615,-4.641404592897743,8.404906730282667,<function stack at 0xb29e1b20>
