theta,gps_latitude,gps_longitude,x_now,y_now,distance,stack
128.83337530916174,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
128.83337530916174,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
128.83337530916174,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
128.83337530916174,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
128.83337530916174,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
128.83337530916174,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
128.83337530916174,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
128.83337530916174,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
128.83337530916174,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
176.01447293438736,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
176.01447293438736,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
176.01447293438736,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
176.01447293438736,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
176.01447293438736,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
176.01447293438736,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
176.01447293438736,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
176.01447293438736,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
176.01447293438736,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
-92.00105446975823,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
-92.00105446975823,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
-92.00105446975823,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
-92.00105446975823,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
-92.00105446975823,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
-92.00105446975823,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
-92.00105446975823,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
-92.00105446975823,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
-145.62472617325238,36.112181666666665,140.098635,8.846634900129866,-13.019976455718279,15.741116096505168,<function stack at 0xb3293b68>
