pressure[hPa]
1006.0182835568157
1006.0308988155894
1006.0283198553374
1005.9701271823393
1005.9523537955056
1005.9447572718312
1005.878971527776
1005.8485867889209
1005.8206299164581
1005.8280594676351
1005.8886599789062
1005.8304734389044
1005.7293001000472
1005.8328818800252
1005.7595028385878
1005.7948937297247
1005.7948937297247
1005.7645034810811
1005.7695029190442
1005.7619052133566
1005.5749595576879
1005.423398413822
1005.3678140900754
1005.2085018514465
1005.3324278460889
1005.3552102234412
1005.3198237417481
1005.3779927365983
1005.3905971924247
1005.6281328180319
1005.767100196809
1005.7772925674384
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
1005.8808731554413
