theta[°],prop[%]
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
103.34951367470698,0.004340277777777778
12.094444444444445,0.00318287037037037
12.094444444444445,0.00318287037037037
12.094444444444445,0.00318287037037037
12.094444444444445,0.00318287037037037
12.094444444444445,0.00318287037037037
-1.0366666666666688,0.056423611111111105
-1.0366666666666688,0.056423611111111105
-1.0366666666666688,0.056423611111111105
-1.0366666666666688,0.056423611111111105
-1.0366666666666688,0.056423611111111105
-1.0366666666666688,0.056423611111111105
-2.418888888888887,0.03153935185185185
-2.418888888888887,0.03153935185185185
-2.418888888888887,0.03153935185185185
-2.418888888888887,0.03153935185185185
-2.418888888888887,0.03153935185185185
-4.233055555555552,0.06539351851851852
-4.233055555555552,0.06539351851851852
-4.233055555555552,0.06539351851851852
-4.233055555555552,0.06539351851851852
-4.233055555555552,0.06539351851851852
-4.233055555555552,0.06539351851851852
-6.3927777777777735,0.056423611111111105
-6.3927777777777735,0.056423611111111105
-6.3927777777777735,0.056423611111111105
-6.3927777777777735,0.056423611111111105
-6.3927777777777735,0.056423611111111105
1.1230555555555561,0.07899305555555555
1.1230555555555561,0.07899305555555555
1.1230555555555561,0.07899305555555555
1.1230555555555561,0.07899305555555555
1.1230555555555561,0.07899305555555555
1.1230555555555561,0.07899305555555555
-4.060277777777777,0.09201388888888888
-4.060277777777777,0.09201388888888888
-4.060277777777777,0.09201388888888888
-4.060277777777777,0.09201388888888888
-4.060277777777777,0.09201388888888888
-4.060277777777777,0.09201388888888888
-5.183333333333337,0.12789351851851852
-5.183333333333337,0.12789351851851852
-5.183333333333337,0.12789351851851852
-5.183333333333337,0.12789351851851852
-5.183333333333337,0.12789351851851852
-5.183333333333337,0.12789351851851852
-3.801111111111112,0.20167824074074073
-3.801111111111112,0.20167824074074073
-3.801111111111112,0.20167824074074073
-3.801111111111112,0.20167824074074073
-3.801111111111112,0.20167824074074073
-0.25916666666666544,0.3425925925925926
-0.25916666666666544,0.3425925925925926
-0.25916666666666544,0.3425925925925926
-0.25916666666666544,0.3425925925925926
-0.25916666666666544,0.3425925925925926
-0.25916666666666544,0.3425925925925926
0.0863888888888873,0.5078125
0.0863888888888873,0.5078125
0.0863888888888873,0.5078125
0.0863888888888873,0.5078125
0.0863888888888873,0.5078125
-5.269722222222228,0.6898148148148148
-5.269722222222228,0.6898148148148148
-5.269722222222228,0.6898148148148148
-5.269722222222228,0.6898148148148148
-5.269722222222228,0.6898148148148148
-5.269722222222228,0.6898148148148148
-0.34555555555555273,1.1047453703703702
-0.34555555555555273,1.1047453703703702
-0.34555555555555273,1.1047453703703702
-0.34555555555555273,1.1047453703703702
-0.34555555555555273,1.1047453703703702
-2.5916666666666615,1.953414351851852
-2.5916666666666615,1.953414351851852
-2.5916666666666615,1.953414351851852
-2.5916666666666615,1.953414351851852
-2.5916666666666615,1.953414351851852
-2.5916666666666615,1.953414351851852
2.418888888888887,3.9042245370370368
2.418888888888887,3.9042245370370368
2.418888888888887,3.9042245370370368
2.418888888888887,3.9042245370370368
2.418888888888887,3.9042245370370368
2.418888888888887,3.9042245370370368
1.8141666666666687,8.968171296296296
1.8141666666666687,8.968171296296296
1.8141666666666687,8.968171296296296
1.8141666666666687,8.968171296296296
1.8141666666666687,8.968171296296296
2.073333333333334,15.450810185185185
2.073333333333334,15.450810185185185
2.073333333333334,15.450810185185185
2.073333333333334,15.450810185185185
2.073333333333334,15.450810185185185
2.073333333333334,15.450810185185185
15.722777777777777,0.002893518518518519
15.722777777777777,0.002893518518518519
15.722777777777777,0.002893518518518519
15.722777777777777,0.002893518518518519
15.722777777777777,0.002893518518518519
-2.0733333333333306,23.494212962962962
-2.0733333333333306,23.494212962962962
-2.0733333333333306,23.494212962962962
-2.0733333333333306,23.494212962962962
-2.0733333333333306,23.494212962962962
-2.0733333333333306,23.494212962962962
